"",gene_symbol,GSM2715271,GSM2715272,GSM2715273,GSM2715274,GSM2715275,GSM2715276,GSM2715277,GSM2715278,GSM2715279
ENSG00000229699,LOC101928009,0,0,0,0,0,0,0,0,0
ENSG00000229719,MIR192,0,0,7.0537,0,0,0,0.9774,0,0
ENSG00000229720,LOC101929460,0,0,0,0,0,0,0,0,0
ENSG00000229727,LOC100506274,0,0,0,0.9985,0,0,0,0,0
ENSG00000229739,LOC102724919,0,0,0,0,0,0,0,0,0
ENSG00000229741,BTNL2,0,0,0,0,0,0,0,0,0
ENSG00000229743,LINC01159,0,0,0,0,0,0,0,0,0
ENSG00000229767,DDR1,0,0,0,0,0,0,0,0,0.2949
ENSG00000229775,LOC105378470,0,1.7573,0,0,0,0,0,0,0
ENSG00000229776,C2-AS1,0,0,0,0,0,0,0,0,0
ENSG00000229780,UBE2Q1-AS1,0,0,0,0,0,0,0,0,0
ENSG00000229792,LINC00399,0,0,0,0,0,0,0,0,0
ENSG00000229802,SLC39A7,0,0,0,0.198,0.4067,0,4.7481,2.2545,0.821
ENSG00000229807,XIST,2.0974,0,0,0,0,0,1.9345,0,0
ENSG00000229809,ZNF688,3.0098,0,7.9545,0,0,1.0066,7.0132,0.9848,0
ENSG00000229833,PET100,1.989,1.8961,10.2015,0,6.1897,1.0573,30.2733,13.3376,1.0416
ENSG00000229847,EMX2OS,0,0,0,0,0,0,0,0,0
ENSG00000229859,PGA3,0,0,0,0,0,0,1.0297,0,0
ENSG00000229861,MRPS18B,0.7208,0.4399,0.8545,0.1658,1.4291,0.1654,6.5576,4.9783,3.8482
ENSG00000229866,OR2J3,0,0,0,0,0,0,0,0,0
ENSG00000229867,STEAP3-AS1,0,0,0,0,0,0,0,0,0
ENSG00000229869,LOC101927762,0,0,0,0,0,0,0,0,0
ENSG00000229873,OGFR-AS1,0,0,0,0,0,0,0,1.0297,0
ENSG00000229876,CASC20,0,0,0,0,0,0,0,0,0
ENSG00000229891,LINC01315,0,0,0,0,1.032,0,2.0809,0,1.033
ENSG00000229894,GK3P,0,0,0,0,0,0,0,0,0
ENSG00000229901,LOC101929901,0,0,0,0,0,0,0,0,0
ENSG00000229903,HCG23,0,0,0,0,0,0,0,0,0
ENSG00000229918,DOCK9-AS1,0,0,0,0,0,0,0,0,0
ENSG00000229921,KIF25-AS1,0,0,0,0,0,0,0,0,0
ENSG00000229929,TRIM39,0.1671,0.1357,0,0,0.1396,0,0.9825,0.1449,0.2084
ENSG00000229937,PRPS1L1,0,0,0,0,0,0,0,0,0
ENSG00000229941,LOC105373764,0,0,0,0,0,0,0,0,0
ENSG00000229951,FLJ31356,0,2.9562,0,0,0,0,0,0,0
ENSG00000229956,ZRANB2-AS2,0,0,0,0,0,0,5.2286,0,1.0423
ENSG00000229972,IQCF3,0,0,0,0,0,0,0,0,1.0319
ENSG00000229980,TOB1-AS1,0,0,1.0297,0,0,0,0,0,0
ENSG00000229981,LINC01435,0,0.9399,0,0,0,0,0,0,0
ENSG00000229998,PPP1R18,0,0,0,0,0,0,0.2804,0,0
ENSG00000230000,LOC100287704,0,0,0,0.3165,0,0,0,0,0
ENSG00000230002,ALMS1-IT1,0,0,0,0,0,0,0,0,0
ENSG00000230004,HCG14,0,0,0,0,0,0,0,0,0
ENSG00000230006,ANKRD36BP2,0,2.025,0,0,0,0,0,0,1.9723
ENSG00000230020,NHS-AS1,0,0,0,0,0,0,0,0,0
ENSG00000230021,LOC101928626,0,1.8535,0,0,0,0,0,0,0
ENSG00000230023,LOC284632,0,0,0,0,0,0,0,0,0
ENSG00000230031,POTEB2,0,0,0,0,0,0,0,0,0
ENSG00000230034,PSMB8,0.7271,0,4.5189,0.123,0,0.1328,0.1889,0,1.2256
ENSG00000230040,LINC00364,0,0,0,0,0,0,0,0,0
ENSG00000230048,VWA7,0,0.2042,0,0,0,0,0,0.0816,0.1732
ENSG00000230060,MPIG6B,0,0.0056,0,0,0,0,0.1644,0,0
ENSG00000230062,ANKRD66,0,0,0,0,0,0,0,0,0
ENSG00000230072,SFTA2,0,0,0.2576,0,0,0,0,0,0
ENSG00000230082,PRRT3-AS1,0,0,0,0,0,0,0,0,0
ENSG00000230089,LOC101929006,0,0,0,0,0,0,0,0,0
ENSG00000230098,TCERG1L-AS1,0,0,0,0,0,0,0,0,0
ENSG00000230102,LINC02028,0,0,0,0,0,0,0,0,0
ENSG00000230108,TNF,0,0.1444,0,0,0,0,0.4265,0,0
ENSG00000230114,LOC101929721,0,0,0,0,0,0,0,0,0
ENSG00000230115,TPRG1-AS2,0,0,0,0,0,0,0,0,0
ENSG00000230124,ACBD6,1.0059,0,4.9909,0,8.9671,0.978,21.8977,17.9688,9.9185
ENSG00000230126,FGF12-AS3,0,0,0,0,0,0,0,0,0
ENSG00000230128,IER3,0,0,0.8011,0,0.1681,0,11.1013,2.2069,1.2128
ENSG00000230133,LINC01721,0,0,0,0,0,0,0,0,0
ENSG00000230141,HLA-DOA,0,0,0.1437,0.1495,0,0,0,0,0
ENSG00000230143,FLOT1,0.2025,0,2.5441,0,0,0.2018,1.5231,1.4281,2.688
ENSG00000230148,HOXB-AS1,0,0,0,0,0,0,0,0,0
ENSG00000230150,LOC102725019,0,0,0,0,0,0,0,0,0
ENSG00000230156,LINC00443,0,0,0,0,0,0,0,0,0
ENSG00000230173,LINC01790,0,0,0,0,0,0,0,0,0
ENSG00000230176,LINC01433,0,0,0,0,0,0,0,0,0
ENSG00000230178,OR4F3,0,0,0,0,0,0,0,0,0
ENSG00000230190,LOC105375556,0,0,0,0,0,0,0,0,0
ENSG00000230212,LOC100133286,0,0,0,0,0,0,0,0,0
ENSG00000230215,LINC01840,0,1.0995,0,0,0,0,0,0,0.5123
ENSG00000230219,FAM92A1P2,0,0,0,0,0,0,0,0,0
ENSG00000230230,TRIM26,0,0.0023,0,0,0.0031,0,0,0.0049,0
ENSG00000230238,LOC554223,0,0,0,0,0,0,0.6235,0,0
ENSG00000230250,LINC01753,0,0,0,0,0,0,0,0,0
ENSG00000230254,HLA-E,0.2744,0.5043,45.2919,0.5012,3.041,1.0164,78.2695,7.3821,17.4122
ENSG00000230262,MIRLET7DHG,0,0,0,0,0,0,1.0085,0,0
ENSG00000230266,XXYLT1-AS2,0,0,0,0,0,0,0,0,0
ENSG00000230269,LOC100507194,0,0,0,0,0,0,0,0,0
ENSG00000230279,LTA,0,0,0,0,0,0,0,0,0
ENSG00000230292,NAALADL2-AS3,0,0,0,0,0,0,0,0,0
ENSG00000230293,MSH5,0,0,0.1716,0,0,0,0,0.1471,0
ENSG00000230301,OR5H6,0,0,0,0,0,0,0,0,0
ENSG00000230308,TRIM39,0.1671,0.1357,0,0,0.1396,0,0.9825,0.1449,0.2084
ENSG00000230316,FEZF1-AS1,0,0,0,0,0,0,0,0,0
ENSG00000230317,LINC01284,0,0,0,0,0,0,0,0,0
ENSG00000230319,LOC100506679,0,0,0,0,0,0,0,0,0.9847
ENSG00000230324,LINC01734,0,0,0,0,0,0,0,0,0
ENSG00000230332,RNF39,0,0,1.4876,0,0,0,0.4949,0,0
ENSG00000230336,POU5F1,0,0.3163,0,0,0,0,0,0,0
ENSG00000230337,LOC105376736,0,0,0,0,0,0,0,0,0
ENSG00000230341,PPP1R18,0,0,0,0,0,0,0.2804,0,0
ENSG00000230347,CT47A8,0,0,0,0,0,0,0,0,0
ENSG00000230359,TPI1P2,0,0,0,0,0,0,0,0,0
ENSG00000230366,DSCR9,0,0,0,0,0,0,0,0,0
ENSG00000230368,FAM41C,0,0,0,0,0,0,0,0,0
ENSG00000230373,GOLGA6L17P,0,0.9358,0.9911,1.0085,0,1.0076,0,2.9629,0
ENSG00000230387,LOC100505664,0,2.0474,0,0,0,0,0,0,0
ENSG00000230389,HCP5,0,0,0,0,0,0,0,0,0
ENSG00000230390,LINC01048,0,0,0,0.9947,0,0,0,0,0
ENSG00000230392,LOC101928336,0,1.1898,0,0,0,0,0,0,0
ENSG00000230400,LINC01747,0,0,0,0,0,0,0,0,0
ENSG00000230401,LINC01972,0,0.8247,0,0.9909,0,0,0,0,0
ENSG00000230408,LOC101927795,0,0,0,0,0,0,0,0,0
ENSG00000230413,HLA-G,0,0,0,0,0,0,0.0023,0,0
ENSG00000230414,HLA-DQB1-AS1,0,0,0,0,0,0,0,0,0
ENSG00000230417,LINC00595,0,0.9931,0,0,0,0,0,0,0
ENSG00000230424,LOC101927895,0.9701,0,0,0,0,0,4.188,2.0592,0
ENSG00000230427,LOC101928098,0,0,0,0,0,0,0,0,0
ENSG00000230430,USP17L25,0,0,0,0,0,0,0,0,0
ENSG00000230442,LOC102724555,0,0,0,0,0,0,0,0,0
ENSG00000230445,LRRC37A6P,0,0,0,0,0,0,0,0,0
ENSG00000230448,LINC00276,0,0,0,0,0,0,0.9779,0.9806,0.972
ENSG00000230452,LINC01381,0,0,0,0,0,0,0,0,0
ENSG00000230453,ANKRD18B,0,0,0,0,0,0,0,2.0125,0.9707
ENSG00000230456,DDR1,0,0,0,0,0,0,0.6196,11.861,18.1154
ENSG00000230463,HLA-DRB3,0,0,0,0,0,0,0,0,0
ENSG00000230467,RNF39,0,0,1.4876,0,0,0,0.4949,0,0
ENSG00000230475,ABHD16A,0,0,0,0,0,0,11.8947,0.9767,4.3872
ENSG00000230487,PSMG3-AS1,0,0,0,0,0,0,0,0,0
ENSG00000230489,VAV3-AS1,0,0,0,0,0,0,0,0,0
ENSG00000230505,OR10C1,0,0,0,0,0,0,0,0,0
ENSG00000230510,PPP5D1,0,1.0159,0,0,0,0,0.9817,0,1.0368
ENSG00000230513,THAP7-AS1,0,0,1.0009,0,0,0,3.025,0,0
ENSG00000230514,AGER,0,0,0,0,0,0.1378,0,0,0
ENSG00000230522,MBD3L2,0,0,0,0,0,0,0,0,0
ENSG00000230523,LINC01756,0,0,0,0,0,0,0,0,0
ENSG00000230524,COL6A4P1,0,0,0,0,0,0,0,0,0
ENSG00000230525,LINC01799,0,0,0,0,0,0,2.0881,0,0
ENSG00000230537,LOC100507103,0,0,0,0,0,0,0,0,0
ENSG00000230539,AOAH-IT1,0,0,0,0,0,0,0,0,0
ENSG00000230542,LINC00102,0,0,0,0,0,0,0,0,0
ENSG00000230549,USP17L1,0,0,0,0,0,0,0,0,0
ENSG00000230550,LOC101929441,0,0,0,0,0,0,0,0,0
ENSG00000230561,CCDC192,0,0,0,0,0,0,0,0,0
ENSG00000230565,ZNF32-AS2,0,0,0,0,0,0,0,0,0
ENSG00000230573,LOC105376365,0,0,0,0,0,0,0,0,0
ENSG00000230583,GTF2IRD1P1,0,2.92,0,0,0,0,0,0,0
ENSG00000230590,FTX,0,0,0,0,0,0,13.7649,2.9941,1.9591
ENSG00000230594,CT47A4,0,0,0,0,0,0,0,0,0
ENSG00000230601,TEX48,0,0,0,0,0,0,0,0,0
ENSG00000230602,HCG23,0,0,0,0,0,0,0,0,0
ENSG00000230613,HM13-AS1,0,0,0,0,0,0,0,0,0
ENSG00000230624,DDX39B,0,0,1.2709,0,0.9653,0.1216,1.0927,1.391,2.3202
ENSG00000230630,MIR214,2.0718,0,0,1.0149,0,0,1.9504,0,0
ENSG00000230651,RGPD4-AS1,9.9751,10.7808,8.1868,3.0104,2.0243,8.5886,4.0716,1.0261,2.0594
ENSG00000230657,PRB4,0,0,0,0,0,0,0,0,0
ENSG00000230658,KLHL7-AS1,0,0,0,0,0,0,1.9666,0.9845,0
ENSG00000230666,CEACAM22P,0,0,0,0,0,0,0,0,0
ENSG00000230667,SETSIP,0,0,0,0,0,0,0,0,0
ENSG00000230669,PSMB8,0.7271,0,0.7087,0.123,0.2923,0.1328,0.1889,0,1.2256
ENSG00000230674,LINC01015,0,0,0,0,0,0,0,0,0
ENSG00000230675,HLA-DQB2,0,0.1232,0,0,0,0,0,0,0
ENSG00000230678,BRD2,0,0,0,0,0,0,0,0,0
ENSG00000230679,ENO1-AS1,0,0,0,0,0,0,0,0,0
ENSG00000230680,LOC105375266,0,0,0,0,0,0,0,0,0
ENSG00000230685,CLIC1,1.1265,0.703,17.8168,0.8484,3.1911,0,20.4182,34.8965,28.4645
ENSG00000230700,CSNK2B,0.4116,0,0,0.1414,0.8911,0.0922,0.8291,0,0.3751
ENSG00000230701,FBXW4P1,0,0,0,0,0,0,0,0,0
ENSG00000230705,TAP1,0,1.0586,1.3599,0.453,0.1223,0,0.2451,0.2807,0.3657
ENSG00000230707,LOC389895,0,0,0,0,0,0,0,0,0
ENSG00000230708,HLA-DPB1,0,1.0024,0,0,0,0.9673,0,0,0
ENSG00000230710,LINC00332,0,0,0,0,0,0,0,0,0
ENSG00000230720,LOC105376480,0,0,0,0,0,0,0,0,0
ENSG00000230725,LOC284798,0,1.0315,0,0,0,0,0,0,0
ENSG00000230726,HLA-DRA,3.1724,1.9914,0,0.9478,0,0,0,0,0
ENSG00000230736,LOC339666,0,0,0,0,0,0,0,0,0
ENSG00000230742,OR5V1,0,0,0,0,0,0,0,0,0
ENSG00000230749,MEIS1-AS2,0,0,0,0,0,0,0,0,0
ENSG00000230753,ZNF341-AS1,0,0,0,0,0,0,0,0,0
ENSG00000230763,HLA-DPB1,3.2215,0,0,0.143,0.6674,0,0,0,0
ENSG00000230768,LINC01676,0,0.582,0,0,0,0,0,0,0
ENSG00000230778,ANKRD63,0,0,0,0,0,0,0,0,0
ENSG00000230780,OR11A1,0,0,0,0,0,0,0,0,0
ENSG00000230782,LOC340512,0,0,0,0,0,0,0,0,0
ENSG00000230789,ARHGAP26-IT1,0,0,0,0,0,0,0,0,0
ENSG00000230791,LST1,0.4761,0.1194,0.049,0,0.0566,0,0.131,0,0.1813
ENSG00000230797,YY2,0,0,0,0,0,0,4.9099,0,0
ENSG00000230798,FOXD3-AS1,0,0,0,0,13.3426,0,0,0,0
ENSG00000230806,SRGAP2-AS1,0,0.3693,0,0,0,0,0,0,0
ENSG00000230844,ZNF674-AS1,0,0,1.0248,0,0,0,7.027,0.9881,1.9696
ENSG00000230855,OR2J3,0,0,0,0,0,0,0,0,0
ENSG00000230873,STMND1,1.0162,0.7216,0,1.0067,0,0.9764,0,0,0
ENSG00000230876,LINC00486,0,0,0,0,0,0,0,0,0
ENSG00000230885,MOG,0,0,0.1274,0,0,0,0,0,0
ENSG00000230891,LINC00692,0,0,0,0,0,0,0,0,0
ENSG00000230900,ATP6V1G2,0,0,0,0,0,0,0,0.1671,0
ENSG00000230907,FKBPL,0,0,0,0,0,0,0,0.6667,0
ENSG00000230910,LOC101928307,0,0,0,0,0,0,0,0,0
ENSG00000230920,LOC105375972,0,0,0,0,0,0,0,0,0
ENSG00000230921,HAO2-IT1,0,0,0,0,0,0,0,0,0
ENSG00000230923,LINC00309,0,0,0,0,0,0,0,0,0
ENSG00000230927,TMBIM7P,0,0,0,0,0,0,0,0,0
ENSG00000230930,COL11A2,0,0,0,0,0,0,0,0,0
ENSG00000230937,MIR205,0,0.9218,0,0,0,0,5.1858,0,0
ENSG00000230943,LOC101927686,0,0,0,0,0,0,0,1.0291,0
ENSG00000230960,LOC154449,0,0,0,0,0,0,0,0,0
ENSG00000230961,MSH5,0,0,0,0,0,0,1.0464,0.1471,0
ENSG00000230962,LINC01520,0,0,0,0,0,0,0,0,0
ENSG00000230978,LINC00160,0,0,0,0,0,0,0,0,0
ENSG00000230983,PSORS1C3,0,0,0,0,0,0,0,0,0
ENSG00000230985,VARS2,0,0,0,0,0,0,0,0.2347,0
ENSG00000230989,HSBP1,9.1289,5.8337,29.9479,1.9755,58.0763,4.0197,181.6828,73.7313,48.0949
ENSG00000230995,PPP1R10,0.1366,0,0.8962,0,0.3068,0.1378,0.5874,0.9818,0.9732
ENSG00000231002,TRIM26,0.1275,0,1.7755,0,0,0,2.9392,0.0049,0.1799
ENSG00000231003,MPIG6B,0,0.0056,0,0,0,0,0.1644,0,0
ENSG00000231019,LOC105370306,0,0,0,0,0,0,0,0,0
ENSG00000231021,HLA-DRB4,0,0,0,0,0,0,0,0,0
ENSG00000231027,LOC100130520,0,0,0,0,0,0,0,0,0
ENSG00000231028,LINC00271,0,1.008,0,0,0,0,2.085,1.0291,0
ENSG00000231031,LINC01804,0,0,0,0,0,0,0,0,0
ENSG00000231037,HCG25,0,0,0,0,0,0,0,0,0.4501
ENSG00000231044,NELFE,0,0.3852,3.8736,0,0.6847,0.4883,3.3676,4.3779,0
ENSG00000231048,LST1,0.4761,0.1194,0.049,0,0.0566,0,0.131,0,0.1813
ENSG00000231051,USP17L28,0,0,0,0,0,0,0,0,0
ENSG00000231061,LINC00395,0,0,0,0,0,0,0,0,0
ENSG00000231064,MIR92B,0,0,0,0,0,0,0,0,0
ENSG00000231068,KRTAP21-3,0,0,0,0,0,0,0,0,0
ENSG00000231090,MIR4422HG,0,0,0,0,0,0,0,0,0
ENSG00000231094,PSORS1C1,0,0,0.2062,0,0,0,0,0,0.2063
ENSG00000231105,LOC100506801,0,0,0,0,0,0,0,0,0
ENSG00000231107,LINC01508,0,0,0,0,0,0,0,0,0
ENSG00000231110,LOC105373343,0,0,0,0,0,0,0,0,0
ENSG00000231115,RING1,0,0,0,0,0,0,0.7949,0.1659,0
ENSG00000231116,VARS,0,0.1825,0,0,0.1986,0,0.0481,1.205,0.3145
ENSG00000231119,LOC101927377,0,0,0,0,0,0,0,0,0
ENSG00000231129,ABCF1,0,0.1569,0.6869,0.1739,1.5175,0,1.0559,0.3691,1.3602
ENSG00000231131,LINC01468,0,0,0,0,0,0,0,0,0
ENSG00000231133,HAR1B,0,0,0,0,0,0,0,0,0
ENSG00000231135,MDC1,0,0.1305,0,0,0,0,0.2427,0.1219,0.3684
ENSG00000231138,LOC105378533,0,0,0,0,0,0,0,0,0
ENSG00000231141,TTTY3,0,0,0.5131,0,0,0,0,0,0
ENSG00000231160,KLF3-AS1,0,0,0,0,0.9895,0,0,0,0.9881
ENSG00000231163,CSMD2-AS1,0,0,0,0,0,0,0,0,0
ENSG00000231171,LINC01098,0,0,0,0,0,0,1.0221,1.0123,0
ENSG00000231172,LOC101927884,0,0,0,0,0,0,1.0122,1.0053,1.0144
ENSG00000231175,LINC01720,0,0,0,0,0,0,0,0,0
ENSG00000231177,LINC00852,0,0,0,0,0,0,0,0,0
ENSG00000231179,MICB,0,0,0,0,0,0,0,0,0
ENSG00000231185,LOC101926941,0,0,0,0,0,0,0,0,1.0392
ENSG00000231187,LOC102724593,0,0,0,0,1.0285,0,0,3.0893,0
ENSG00000231192,OR5H1,0,0,0,0,0,0,0,0,0
ENSG00000231213,PLSCR5,0,0,0,0,0,0,0,0,0
ENSG00000231216,GS1-600G8.3,0,0,0,0,0,0,0,0,0
ENSG00000231221,LINC01593,0,0,0,0,0,0,0,0,0
ENSG00000231225,MICA,0,0,0,0,0,0.021,11.7002,9e-04,2.0059
ENSG00000231226,TRIM31-AS1,0,0,0,0,0,0,0,0,0
ENSG00000231247,PPP1R18,0,0,0,0,0,0,0.2804,0,0
ENSG00000231252,LOC101926964,0,0,0.9928,0,0,2.0284,0,0,0
ENSG00000231253,LINC01640,0,0,0,0,0,0,0,0,0
ENSG00000231256,C17orf105,0,0,0,1.0137,0,0,1.17,0,0
ENSG00000231257,ATAT1,0,0,0.146,0,0.1474,0,0.4265,0.3165,0
ENSG00000231268,AGER,0,0,0,0,0,0.1378,0,0,0
ENSG00000231274,SBK3,0,0,0,0,0,0,0,0,0
ENSG00000231281,HCG27,0,0,0,0,0,0,0,0,0
ENSG00000231286,HLA-DQB1,0,1.0023,0,0,0,0,0,0,0
ENSG00000231290,APCDD1L-AS1,0,0.9227,0,0,0,0,0,0,0
ENSG00000231298,LINC00704,0,0,0,0,0,0,0,0,0
ENSG00000231304,SGO1-AS1,0,0.5095,0,1.0707,0,0,0,0,0
ENSG00000231305,LOC653712,0,0,0,0,0,0,0,0,0
ENSG00000231312,LOC728730,0.9724,3.846,8.1112,0,3.0341,0.962,8.1772,3.9606,1.0378
ENSG00000231314,LTB,0,0,0,0,0,0,0,1.0255,0
ENSG00000231319,OR2B3,0,0,0,0,0,0,0,0,0
ENSG00000231321,RXRB,0,0,0,0,0,0,0,0.4772,0
ENSG00000231322,RPL13AP17,0,0,0,0,0,0,0,0,0
ENSG00000231325,LY6G5C,0,0,0,0,0,0,0,0,0
ENSG00000231327,LINC01816,0,0,0,0,0,0,0,0,0
ENSG00000231343,HCG25,0,0,0,0,0,0,0,0,0
ENSG00000231365,LOC101929147,0,3.0757,3.9622,0,0,0,0,1.0065,0
ENSG00000231370,PRRC2A,0,0,0,0.2866,0,0,0.0442,0.147,0
ENSG00000231372,MICB,0,0,0,1.0074,1.971,0,0,0,0
ENSG00000231373,GNA14-AS1,0,0,0,0,0,0,0,0,0
ENSG00000231377,DHX16,0.4397,0,1.981,0,0.8034,0,1.2332,0.6206,0.7871
ENSG00000231383,FGF12-AS1,0,0,0,0,0,0,0,0,0
ENSG00000231389,HLA-DPA1,0.157,0.0457,0,0,0,0,0.2663,0,0
ENSG00000231396,USP17L10,0,0,0,0,0,0,0,0,0
ENSG00000231408,LTA,0,0,0,0,0,0,0,0,0
ENSG00000231419,LINC00689,0,4.1407,0,0,0,0,0.9768,0,0
ENSG00000231422,LINC01516,0,0,0,0,0,0,0,0,0
ENSG00000231427,LINC01445,0,0,0,0,0,0,0,0,0
ENSG00000231428,LINC00396,0,0,0,0,0,0,0,0,0
ENSG00000231431,LOC440910,0,0,0,0,0,0,0,0,0
ENSG00000231439,WASIR2,0,0,0,0,0,0,0,0,0
ENSG00000231450,PSORS1C3,0,0,0,0,0,0,0,0,0
ENSG00000231453,LINC01305,0,0,0,0,0,0,0,0,0
ENSG00000231473,LINC00441,0,0,0,0,0,0,0,0,0
ENSG00000231479,SLC44A4,0,0,36.1393,0,0,0,0.9831,0.2814,0.7337
ENSG00000231488,ABHD16A,0,0,2.7292,0,0,0,3.9459,3.0029,0.0191
ENSG00000231500,RPS18,4.1854,3.0447,4.3006,2.7577,27.01,3.0952,94.6697,190.9907,81.4426
ENSG00000231502,LSM2,0,0,0,0.1974,1.0303,0,3.273,1.5548,0.519
ENSG00000231507,LINC01353,0,0,0,0,0,0,0,0,0
ENSG00000231512,LINC01347,0,0,0,0,0,0,0,0,0
ENSG00000231521,LOC105376171,0,0,0,0,0,0,0,0,0
ENSG00000231522,LOC105375014,0,0,0,0,0,0,0,0,0
ENSG00000231526,HLA-DQA1,0,0,0,0,0,0,0,0,0
ENSG00000231528,FAM225A,0,0,0,0.6072,0,0,0,0,0
ENSG00000231532,LINC01249,0,0,0,0,0,0,0,0,0
ENSG00000231535,LINC00278,0,0,1.0298,0,0,0,0,1.0306,0
ENSG00000231538,DPP10-AS3,0,0,0,0,0,0,0,0,0
ENSG00000231543,C2,0.1355,0,0.1748,0,0,0.1435,0.2989,0.393,0
ENSG00000231555,HSPA1B,1.3603,1.197,0,0.5048,0,0,0,1.6273,1e-04
ENSG00000231558,HLA-DOA,0,0.3445,0.1856,0.1761,0.6505,0,0,0,0
ENSG00000231560,LOC400002,0,0,0,0,0,0,0,0,0
ENSG00000231566,LOC401585,0,0,0,0,0,0,0,0,0
ENSG00000231573,HCG25,0,0,0,0,0,0,0,0,0.4501
ENSG00000231574,LINC02015,0,0,0,0,0,0,0,0,0
ENSG00000231584,FAHD2CP,0,0,0,0,1.0252,0,1.0322,0,0
ENSG00000231587,SNORD62B,0,0,0,0,0,0,0,0,0
ENSG00000231591,PSMB8-AS1,0.1235,0.1221,0,0,0,0,0,0,0
ENSG00000231599,LINC01037,0,0,0,0,0,0,0,0,0
ENSG00000231607,DLEU2,0,1.0881,0,3.1589,0,0,5.012,2.0587,0
ENSG00000231608,TNXB,0,0,0,0,0,0,0,0,0
ENSG00000231609,LOC100132215,0,0,0,0,0,0,0,0,0
ENSG00000231617,DAXX,0,0.1909,0,0,1.117,0,7.9762,0.4015,0
ENSG00000231618,PPT2,0,0,0.146,0,0.3307,0,4.2223,1.55,0.987
ENSG00000231621,LOC101927596,0,0,0,0,0,0,0,0,0
ENSG00000231624,C6orf15,0,0,1.5597,0,0,0,0.7611,0,0
ENSG00000231626,LOC105373524,0,0,0,0,0,0,0,0,0
ENSG00000231631,PSMB8,0.7271,0,0.7087,0.123,0.2923,0.1328,5.8606,0,1.2256
ENSG00000231636,AGBL5-AS1,0,0,0,0,0,0,2.0834,0,0
ENSG00000231637,USP17L29,0,0,0,0,0,0,0,0,0
ENSG00000231638,LOC100506895,0,0,0,0,0,0,0,0,0
ENSG00000231641,TRIM26,1.0985,1.0192,5.6162,0,1.9712,0,1.4696,1.9226,1.2723
ENSG00000231647,DDX39B-AS1,0,0.1317,0,0,0,0.1375,0,0,0
ENSG00000231651,DLG3-AS1,0,0,0,0,0,0,0,0,0
ENSG00000231652,LOC101928489,0,1.0178,0,0,0,0,0,0,0
ENSG00000231663,LOC101927765,0,0,0,0,0,0,1.0481,0,0
ENSG00000231666,LINC01704,0,0,0,0,0,0,0,0,0
ENSG00000231671,LINC01307,0,0,0,0,0,0,0,0,0
ENSG00000231674,LINC00410,0,0,0,0,0,0,0,0,0
ENSG00000231676,OR2J2,0,0,0,0,0,0,0,0,0
ENSG00000231677,HLA-DQB1-AS1,0,0,0,0,0,0,0,0,0
ENSG00000231679,HLA-DRB3,1.076,0,0,0,0,0,0,0,0
ENSG00000231683,LOC101927136,0,0,0,0,0,0,0,0,0
ENSG00000231689,LINC01090,0,0.934,0,0,0,0,0,0,0
ENSG00000231690,LINC00574,0,0,0,0,0,0,0,0,0
ENSG00000231721,LINC-PINT,0,0,2.0155,0,0,0,12.184,0,0
ENSG00000231729,ARHGEF9-IT1,0,0,0,0,0,0,0,0,0
ENSG00000231733,LOC105375014,0,0,0,0,0,0,0,0,0
ENSG00000231737,PPP1R10,0.1366,0,0.8962,0,0.3068,0.1378,0.5874,0.9818,0.9732
ENSG00000231738,TSPAN19,0,0,0,0,0,0,1.0436,0,0
ENSG00000231742,LINC01273,0,0,0,0,0,0,1.0468,0,0
ENSG00000231749,ABCA9-AS1,0,0.9303,0,0,0,0.9622,0,0,0
ENSG00000231752,EMBP1,2.0708,0,0,0,0,0,2.0631,0,0
ENSG00000231768,LINC01354,0,0.9587,0,0,0,0,0,0,0
ENSG00000231776,LINC01611,0,0,0,0,0,0,0,1.0299,0
ENSG00000231782,LINC00575,0,0,0,0,0,0,0,0,0
ENSG00000231784,DBIL5P,0,0,0,0,0,0,0,0,0
ENSG00000231789,PIK3CD-AS2,0,0,0,0,2.0537,0,3.0855,3.0507,0
ENSG00000231806,PCAT7,0,2.4121,7.2146,1.5448,0,2.4191,3.1706,0,0
ENSG00000231814,LINC00210,0,0,0,0,0,0,0,0,0
ENSG00000231823,HLA-DQA1,0,0,0,0,0,0,0,0,0
ENSG00000231824,AKAIN1,0,0,0,0,0,0,0,0,0
ENSG00000231825,PRRC2A,0,0,0,0.2866,0,0,0.0442,0.147,0
ENSG00000231826,LINC01819,0,0,0,0,0,0,0,0,0
ENSG00000231827,LOC343052,0,0,0,0,0,0,0,0,0
ENSG00000231834,HLA-A,1.506,0,0.6899,0,0,0,3.4906,0,0
ENSG00000231851,UTAT33,0,0,0.3325,0,0,0,0,0,0
ENSG00000231852,CYP21A2,0,0,0,0,0,0,0,0,0
ENSG00000231854,LOC105375014,0,0,0,0,0,0,0,0,0
ENSG00000231858,LOC105373805,0,0,0,0,0,0,0,0,0
ENSG00000231860,MDC1-AS1,0,0,0,0,0,0,0,0,0
ENSG00000231861,OR5K2,0,0,0,0,0,0,0,0,0
ENSG00000231871,IPO9-AS1,0,0,0,0,0.3677,0,0,0,0.0363
ENSG00000231882,F10-AS1,0,0,0,0,0,0.9632,0,0,0
ENSG00000231887,PRH1,0,0,0,0,0,0,0.349,0,0
