"",gene_symbol,GSM2715271,GSM2715272,GSM2715273,GSM2715274,GSM2715275,GSM2715276,GSM2715277,GSM2715278,GSM2715279
ENSG00000105808,RASA4,0,0.4627,5.2674,0,1.027,0,6.2314,6.7472,2.6346
ENSG00000105810,CDK6,1.0463,0,3.9442,0,0,0,3.8748,6.8242,2.8819
ENSG00000105819,PMPCB,3.8946,4.2919,2.9915,0.9919,11.98,0.9882,66.8412,30.7936,17.8102
ENSG00000105821,DNAJC2,2.8788,3.0623,10.9803,0,4.0057,2.4072,23.5173,10.8857,9.1889
ENSG00000105825,TFPI2,0,0,0,0,2.0641,0,40.6994,0,0
ENSG00000105829,BET1,7.9999,1.034,20.9416,2.0004,9.0072,1.0217,72.9045,16.9359,8.9023
ENSG00000105835,NAMPT,4.7136,5.0713,33.741,3.0208,10.9067,1.9814,240.0165,31.1572,31.2289
ENSG00000105849,TWISTNB,2.0682,1.0357,0,1.0141,3.8963,0,22.4567,4.0111,5.8634
ENSG00000105851,PIK3CG,0,0,0,0,0,0,0,0,0
ENSG00000105852,PON3,6.8423,0.9319,1.0084,0,3.0624,0.9739,0,6.0652,4.107
ENSG00000105854,PON2,1.0004,2.0116,71.6736,1.9744,4.9769,0.9677,70.6969,69.6175,37.886
ENSG00000105855,ITGB8,0,5.2735,3.9633,0,0,0,5.8848,0.9884,3.8633
ENSG00000105856,HBP1,7.9372,1.962,22.8514,0,5.8989,1.0149,80.2087,14.7503,7.8181
ENSG00000105865,DUS4L,0,0,1.0142,0,0,0,2.0075,2.9785,5.0194
ENSG00000105866,SP4,0,0,0,0,0.9696,0,0,1.9575,0
ENSG00000105875,WDR91,0,0.9252,4.9326,0,2.9175,1.0789,6.8855,1.9567,0
ENSG00000105877,DNAH11,0,0,0,0,1.0306,0,0,6.2715,0.9598
ENSG00000105879,CBLL1,0.9574,0,0,0,3.8907,0,15.8477,4.9444,3.9209
ENSG00000105880,DLX5,0,0,0,0,0,0,2.9849,0,0
ENSG00000105887,MTPN,1.033,1.0348,2.0006,1.0137,2.0049,0,50.3622,18.6189,17.4773
ENSG00000105889,STEAP1B,0,0,1.4597,0,0,0,0,0,0
ENSG00000105894,PTN,0,0,0,0,0.9958,2.0061,3.9866,1.9888,0
ENSG00000105926,MPP6,1.044,0,1.9897,0,1.0115,0,19.7012,0,1.9864
ENSG00000105928,DFNA5,0,0,29.866,0,0,0,8.968,9.9077,0.986
ENSG00000105929,ATP6V0A4,0,0,0,0,2.9406,0,0,0,0
ENSG00000105939,ZC3HAV1,2.0848,3.1082,4.9272,0,0.9772,3.0587,11.7083,7.835,6.7725
ENSG00000105948,TTC26,0,0,0,0,0,0,4.0172,0,0
ENSG00000105953,OGDH,0,4.2347,6.9683,0,0,1.0725,0,1.9711,2.9817
ENSG00000105954,NPVF,0,0,0,0,0,0,0,0,0
ENSG00000105963,ADAP1,3.0543,9.1938,16.8774,0,0,2.0252,4.7911,2.8615,1.9742
ENSG00000105967,TFEC,0,0,9.8738,0,0,0,0,0,0
ENSG00000105968,H2AFV,1.9819,5.0816,9.1185,2.987,7.224,1.0225,25.4888,4.0558,7.2922
ENSG00000105971,CAV2,0,0,8.9503,0,1.0321,1.0205,9.0572,8.095,17.7667
ENSG00000105974,CAV1,1.0054,0,2.0139,0,3.9299,0,24.9034,4.9952,8.0228
ENSG00000105976,MET,0,0,6.8954,1.0082,0,1.0279,0,3.9149,13.6327
ENSG00000105982,RNF32,0,1.0162,0,1.008,0,0,4.977,0,2.069
ENSG00000105983,LMBR1,0,2.9758,5.0268,0,4.0658,0,16.6756,10.9867,4.0033
ENSG00000105989,WNT2,0,0.9292,0,0,0,0,0,0,0
ENSG00000105991,HOXA1,0,0,0,0,0,0,0,0,0
ENSG00000105993,DNAJB6,5.994,5.0827,39.8585,1.0016,48.6325,0,67.7294,17.8615,13.9376
ENSG00000105996,HOXA2,0,0,0,0,0,0,0,0,0
ENSG00000105997,HOXA3,0,0,0,0,0,0,0.9818,0,0
ENSG00000106003,LFNG,0,0,3.9987,0,0,0,1.0037,0,0
ENSG00000106004,HOXA5,0,0,0,1.0023,0,0,0,0,0
ENSG00000106006,HOXA6,0,0,0,0,0,0,0,0,0
ENSG00000106009,BRAT1,0,0,7.9131,0,3.9403,0.9718,2.016,4.9135,3.9977
ENSG00000106012,IQCE,0,0.9325,4.9248,0,0,1.1051,2.0233,0,1.0395
ENSG00000106013,ANKRD7,0,0.9954,1.0007,0,0,0.9933,1.0078,0,0
ENSG00000106018,VIPR2,0,1.0357,0,2.0289,0,0,2.0889,0,0
ENSG00000106025,TSPAN12,0,0,18.8071,0.991,0.9796,0,23.657,3.0652,0
ENSG00000106028,SSBP1,7.5881,2.5738,11.2724,0,16.2444,1.9343,67.4885,40.1591,40.0746
ENSG00000106031,HOXA13,0,0,0,0,0,0,4.8689,0,1.9337
ENSG00000106034,CPED1,0,0,0,0,0,0,9.838,1.9823,2.9948
ENSG00000106038,EVX1,0,0,0,0,0,0,0,1.0824,0
ENSG00000106049,HIBADH,18.1986,0,8.049,1.9957,10.9428,0,38.5931,19.82,9.8974
ENSG00000106052,TAX1BP1,7.1686,0.9895,53.5183,3.9822,11.7763,3.0388,143.9128,38.3866,24.5495
ENSG00000106066,CPVL,0,1.0199,2.0063,0,5.0044,0,13.9236,43.6119,8.9488
ENSG00000106069,CHN2,2.0391,3.2205,7.9033,1.5091,1.0317,0,4.0056,8.9608,3.9274
ENSG00000106070,GRB10,0,0,1.9726,0,2.9843,0,13.7199,8.8693,9.7671
ENSG00000106077,ABHD11,1.9211,0,29.1497,0,1.9226,0,7.2427,8.9934,16.1244
ENSG00000106078,COBL,1.037,0,9.8859,0,0,0,0,0,2.0161
ENSG00000106080,FKBP14,1.038,0,1.9722,0,1.9804,0,90.0921,22.6661,11.9352
ENSG00000106086,PLEKHA8,0,0.9662,0,0,0,0,2.9725,1.9726,2.071
ENSG00000106089,STX1A,0,0.9443,0,0,0,0,4.9523,0,2.0697
ENSG00000106100,NOD1,0,0,0,0,0,0,7.5747,0,3.0433
ENSG00000106105,GARS,1.0117,1.0158,12.8788,2.0097,19.708,0,70.7592,73.8069,65.6907
ENSG00000106113,CRHR2,0,1.0311,0,0,0,0,0,0,0
ENSG00000106123,EPHB6,0,0,0,0,0,0,0,0,0
ENSG00000106125,MINDY4,0,0,0.9878,1.0094,0,1.0155,3.9238,0.9836,0
ENSG00000106128,GHRHR,0,0,0,0,0,0,0,0,0
ENSG00000106133,NSUN5P1,0,0,0,0,1.7905,0,2.634,8.0438,0
ENSG00000106144,CASP2,0,3.3582,0.9871,0,0.9739,2.0463,0,2.9793,0
ENSG00000106153,CHCHD2,11.5186,6.7525,0,1.9694,2.0568,4.8387,0,98.8277,0
ENSG00000106178,CCL24,0.954,0,0,0,0,0,0,0,0
ENSG00000106211,HSPB1,0.9605,1.9375,29.3174,0.9848,11.3059,0,153.4169,18.3728,46.5411
ENSG00000106236,NPTX2,0,0,0,0,0,0,0,0,0
ENSG00000106244,PDAP1,3.043,0,0,0,0,0,4.9869,0,0
ENSG00000106245,BUD31,4.8452,3.897,9.4811,2.9617,6.0253,0.9623,63.0429,18.1012,28.5768
ENSG00000106246,PTCD1,0,0,0,0,2.0097,0,8.1205,1.7191,2.939
ENSG00000106258,CYP3A5,13.2013,5.6589,173.214,3.0297,0.9811,72.16,1.9885,31.7741,13.8635
ENSG00000106261,ZKSCAN1,2.0669,2.1452,10.9749,0,1.9346,0,50.8373,29.0818,20.4281
ENSG00000106263,EIF3B,0,2.0439,12.9123,1.0137,27.3881,1.0082,84.4898,37.4118,29.325
ENSG00000106266,SNX8,0,0,0.9863,0,1.9945,0.9664,12.0147,2.061,3.8703
ENSG00000106268,NUDT1,0,2.8661,2.0371,0,11.3511,0,6.2796,4.1187,4.1682
ENSG00000106278,PTPRZ1,0,8.1562,0,4.9354,5.9197,0,0,0,0
ENSG00000106290,TAF6,0.9576,0,3.9651,0,4.9942,0,10.8435,2.9608,3.061
ENSG00000106299,WASL,1.0362,0,2.9597,1.015,1.9453,0,11.7004,7.8277,4.8419
ENSG00000106302,HYAL4,0,3.0735,0,0,0,0,0.9847,0,1.0407
ENSG00000106304,SPAM1,0,0,0,0,0,0,0,0,0
ENSG00000106305,AIMP2,0,0.9927,7.1353,0,6.8803,0.9731,9.2975,8.4887,0
ENSG00000106327,TFR2,1.0004,3.165,0,0,0,1.0079,0,0,0
ENSG00000106328,FSCN3,1.8971,0.9499,2.0286,0,0,0,0,0,0
ENSG00000106330,MOSPD3,0,0,0,0,1.0244,0,3.0706,1.0149,0
ENSG00000106331,PAX4,0,0,0,0,0,0,0,0,0
ENSG00000106333,PCOLCE,0,0,1.0241,0,2.0645,0,131.3492,11.9708,4.1224
ENSG00000106336,FBXO24,0,0,0,0,0,0,0.9963,0,0
ENSG00000106341,PPP1R17,0,0,0,0,0,0,0,0,0
ENSG00000106344,RBM28,0,2.1797,2.9745,0,1.9467,0.9687,18.9118,4.9588,3.8936
ENSG00000106346,USP42,1.0323,0,5.9411,0,0,0.9971,3.9016,0,0
ENSG00000106348,IMPDH1,0,0,0,0,4.9597,0,39.528,3.9455,8.8151
ENSG00000106351,AGFG2,0,0,0.9938,0,0,0,0,0.9779,0
ENSG00000106355,LSM5,2.8849,0.9323,7.12,1.008,8.0824,0.9635,82.0833,24.4725,9.0385
ENSG00000106366,SERPINE1,2.059,3.095,4.9424,0,0.9772,2.04,668.8919,26.5035,0
ENSG00000106367,AP1S1,0,0,0,0,0,0,0,0,1.0411
ENSG00000106384,MOGAT3,0,0,3.9684,0,0,1.0119,0,0,1.0327
ENSG00000106392,C1GALT1,2.0814,0,19.9003,2.0062,9.0208,2.0544,25.3188,23.6346,7.1542
ENSG00000106397,PLOD3,0,0.9282,17.8042,0,0,0,30.6272,19.6537,21.5541
ENSG00000106399,RPA3,7.8657,3.6754,3.0174,0,8.1392,0,24.2689,10.951,8.2263
ENSG00000106400,ZNHIT1,6.8774,9.1774,28.0476,1.9859,2.0192,0.9912,78.9102,35.1328,13.1536
ENSG00000106404,CLDN15,0,0,0,0,0,0,0,0,1.0041
ENSG00000106410,NOBOX,0,0,0,0,0,0,0,0,0
ENSG00000106415,GLCCI1,0,0,0.9872,0,5.8326,0,23.7549,3.9617,5.9009
ENSG00000106436,MYL10,0,0,0,0,0,0.9792,1.0241,0,0
ENSG00000106443,PHF14,0,1.033,1.0223,0,1.9462,0,1.0393,6.0578,2.9174
ENSG00000106459,NRF1,0,0,4.9537,0,0,0,5.8877,1.9967,2.9402
ENSG00000106460,TMEM106B,2.0725,3.1927,22.2639,1.033,0.986,0,47.5011,17.7132,15.7873
ENSG00000106462,EZH2,0,0,0,0,0.9822,0,1.9683,5.9115,2.9384
ENSG00000106477,CEP41,0,1.024,0.991,0,0,2.1036,6.8516,1.0095,1.0394
ENSG00000106479,ZNF862,0,0,3.0144,0,0,0,1.9872,1.0124,0
ENSG00000106483,SFRP4,0,0,0,0,0,0,0,0,0
ENSG00000106484,MEST,6.059,4.1008,5.9686,0,27.5616,3.0291,427.8135,112.3446,33.4366
ENSG00000106511,MEOX2,0,3.0768,0,0,0,0,0,0,0
ENSG00000106524,ANKMY2,0,0,9.9024,0,3.0344,0,16.7592,9.8455,9.7867
ENSG00000106526,ACTR3C,2.8528,0,1.0018,2.0318,0,0,0,0,0
ENSG00000106536,POU6F2,0,0,0,0,0,0,0.9847,0,0.9811
ENSG00000106537,TSPAN13,0,1.0199,62.5152,3.0204,10.851,1.0114,55.3363,12.8439,25.6332
ENSG00000106538,RARRES2,10.4443,7.6246,0,2.9529,14.3996,1.9328,3.1294,26.7155,0
ENSG00000106541,AGR2,0,2.9795,203.9504,12.0051,5.9716,0,23.8403,179.8797,528.4492
ENSG00000106546,AHR,0,0,0.9862,0,0,1.0252,9.7866,10.8483,13.8368
ENSG00000106554,CHCHD3,1.9965,2.9437,23.9403,0,17.0258,0.9996,43.9054,21.9652,22.8974
ENSG00000106560,GIMAP2,0.9977,0,0,0,1.0287,0,0,0,0
ENSG00000106565,TMEM176B,5.8725,3.9458,180.6946,3.9635,0,0.9866,19.2933,21.1591,81.4701
ENSG00000106571,GLI3,0,2.0783,0,0,0.9676,0,7.7646,4.0108,4.8823
ENSG00000106588,PSMA2,6.9637,6.0104,27.3299,0,57.1014,6.0307,159.0791,87.2673,42.4074
ENSG00000106591,MRPL32,3.9646,2.8571,17.1136,0.9872,8.081,0,47.8623,24.2296,24.5875
ENSG00000106603,COA1,1.9245,1.0319,9.9819,0,15.4085,0.9635,64.1104,18.2449,13.3044
ENSG00000106605,BLVRA,5.8431,0.982,0,0,9.1735,0,7.135,2.0206,1.0233
ENSG00000106608,URGCP,0,3.1154,21.7306,0,1.9509,1.0267,11.8395,3.9217,4.8675
ENSG00000106609,TMEM248,1.0354,1.0089,11.9686,0,4.9242,0,74.1239,16.7,16.2168
ENSG00000106610,STAG3L4,0.9708,0,1.9986,0,0.9858,0,12.8405,6.9128,0.9838
ENSG00000106615,RHEB,4.0208,4.9698,11.9956,0.9964,32.0297,0,116.0313,21.7426,18.9856
ENSG00000106617,PRKAG2,0.9775,3.0972,2.021,0,3.9562,0,8.933,0.9861,1.9627
ENSG00000106624,AEBP1,1.0177,1.0212,0.987,0.99,1.9476,0.9703,24.5804,1.03,0
ENSG00000106628,POLD2,2.9966,2.8693,6.9882,0,14.9292,1.9906,53.9462,39.7554,20.0665
ENSG00000106631,MYL7,0,0.9229,2.0549,0,2.0619,0,0,0,0
ENSG00000106633,GCK,0,0,0,0,0,0,3.0605,0,0
ENSG00000106635,BCL7B,2.0098,0,3.0206,0,2.0252,0.979,19.9833,1.997,6.0609
ENSG00000106636,YKT6,2.9252,0,2.9695,0,1.9804,0,8.8895,0,3.0003
ENSG00000106638,TBL2,0,0,11.0225,0,2.0089,0,55.2849,22.6776,7.8922
ENSG00000106648,GALNTL5,0,0.9969,0,0,0,1.8709,0,0,0
ENSG00000106665,CLIP2,0,0,0,0,3.0257,0,0.9796,0.977,0.966
ENSG00000106682,EIF4H,3.0682,6.1538,25.7511,1.0095,17.6743,1.0156,90.4893,63.0246,44.0641
ENSG00000106683,LIMK1,0,2.1493,0,0,0.9854,0,0.9785,1.0306,0
ENSG00000106686,SPATA6L,0.99,0,3.0202,0,0,0,2.9818,0.9975,1.9902
ENSG00000106688,SLC1A1,0,0,36.5374,0,0.9748,2.0445,4.8856,9.8143,8.7386
ENSG00000106689,LHX2,0,0,0,0,0,0,0,0,0
ENSG00000106692,FKTN,0,0,2.0006,0,0,0,3.9192,5.8727,0
ENSG00000106701,FSD1L,0,0,0,0,0,0,0,0,0
ENSG00000106714,CNTNAP3,0,0,0,0,0,0.9634,0,0,0
ENSG00000106723,SPIN1,0,3.0593,10.907,2.0134,8.7528,3.0211,17.5831,2.9351,2.9047
ENSG00000106733,NMRK1,1.9562,0.9598,9.0232,0,0,0,8.0976,9.0474,4.0576
ENSG00000106771,TMEM245,3.1183,2.9779,12.8051,0,6.7874,0,103.0082,10.7441,9.7188
ENSG00000106772,PRUNE2,0,0,0,0,0,1.031,3.0111,0,0
ENSG00000106780,MEGF9,0,1.0684,0.9852,0,0,0,2.9158,4.881,0
ENSG00000106785,TRIM14,0,0,19.8278,0,1.9452,1.0244,0,0,2.9645
ENSG00000106789,CORO2A,0,1.0403,47.6437,0,6.794,1.0263,4.8652,4.8851,25.115
ENSG00000106799,TGFBR1,0,1.0409,0.9855,0,0.9702,0,102.0481,4.8837,3.8619
ENSG00000106803,SEC61B,6.7211,2.799,15.4443,4.9583,12.3275,0.9639,101.6296,31.952,30.1512
ENSG00000106804,C5,3.118,0,0,0,0,0,0,20.5174,0.9659
ENSG00000106809,OGN,0,1.0281,0,0,0,0,0,0,0
ENSG00000106819,ASPN,0,1.0222,0,0,0,0,0,0,0
ENSG00000106823,ECM2,1.9904,1.9671,0,0,0,0,0,0,0
ENSG00000106829,TLE4,0.9622,1.0286,21.9898,0,9.9933,0,15.1391,14.2292,9.822
ENSG00000106852,LHX6,0,1.0298,0,0,1.9572,0,0,0,0
ENSG00000106853,PTGR1,4.9277,3.5858,23.4273,2.1888,4.0389,1.9543,25.9412,40.0713,4.1736
ENSG00000106868,SUSD1,0,0,0,0,0,0,3.9276,9.8531,6.8187
ENSG00000106927,AMBP,79.7608,20.0492,0.9981,3.9841,0,7.99,3.0052,652.5462,2.0027
ENSG00000106948,AKNA,0,1.0434,0,0,0,0,3.8874,0.9811,0
ENSG00000106952,TNFSF8,0,1.0061,0,0,0,0,0,0,0
ENSG00000106976,DNM1,0,2.1071,0,0,0.9823,0,6.9027,0.9827,5.8732
ENSG00000106991,ENG,0,2.0573,0,0,0,1.0178,2.9402,0.9821,0
ENSG00000106992,AK1,0,0,4.1769,0.9897,1.0303,0,9.6865,0,0
ENSG00000106993,CDC37L1,3.026,0,4.9836,2.0263,1.9708,0,50.0128,2.9775,5.8461
ENSG00000107014,RLN2,0,0,0,0,0,0,0,0,0
ENSG00000107018,RLN1,0,0,0,0,0,0,0,0,0
ENSG00000107020,PLGRKT,0,0.9707,9.0957,0,3.0811,0,6.1751,2.0344,4.1312
ENSG00000107021,TBC1D13,0,0.9276,6.9106,0,0.9763,1.0209,13.671,4.9049,0
ENSG00000107036,RIC1,0,0,0,0,1.947,0,6.8546,4.8796,0.9699
ENSG00000107077,KDM4C,0,0,4.9559,0,2.9352,0,3.9413,0,1.0423
ENSG00000107099,DOCK8,0,1.9689,0,0,0,0,0.9742,0,1.0389
ENSG00000107104,KANK1,0,3.2464,2.3467,1.0174,1.9408,1.0257,0,3.9218,0.9875
ENSG00000107105,ELAVL2,0,0,0,1.9691,0.9832,0,0,0,0
ENSG00000107130,NCS1,0,0,0,0,1.9428,0,3.0007,0,0
ENSG00000107140,TESK1,0,0,5.9445,0,0,0,3.9462,1.9737,5.8953
ENSG00000107147,KCNT1,0,0,0,0,0,0,0,0,0
ENSG00000107159,CA9,1.9883,0,4.0127,0.9975,0,0.9969,6.0259,382.7049,456.6198
ENSG00000107164,FUBP3,1.029,0,7.9769,0,2.961,1.0197,21.5666,8.8416,6.8356
ENSG00000107165,TYRP1,0,0,0,0,0,0,10.0106,0,0
ENSG00000107175,CREB3,1.9993,0,14.9103,0.9998,3.9625,1.0077,53.5743,21.8451,13.9427
ENSG00000107185,RGP1,0,1.0429,1.9925,0,0.9686,0,3.8847,2.0466,0.9637
ENSG00000107186,MPDZ,0,0,0,0,1.9391,0,12.6545,4.9288,0.9648
ENSG00000107187,LHX3,0,0,0,0,0,0,0,0,0
ENSG00000107201,DDX58,2.0718,0,1.974,0,2.9209,1.0241,7.8075,2.9358,0.9695
ENSG00000107223,EDF1,7.5986,2.8283,57.3944,0,11.3432,0.9674,56.4839,31.8788,36.4643
ENSG00000107242,PIP5K1B,0,0,6.9469,0,0.9806,0,0,0,0
ENSG00000107249,GLIS3,0,1.0077,0,0,0,0,8.0722,0,2.0806
ENSG00000107262,BAG1,2.936,5.1235,4.0082,1.0058,1.9775,0,28.3772,8.9629,8.2418
ENSG00000107263,RAPGEF1,0,1.0415,2.956,0,2.0459,0,3.9743,1.016,4.0306
ENSG00000107281,NPDC1,0,1.0051,0,0,1.0233,0,2.9996,2.9893,1.9981
ENSG00000107282,APBA1,0,0,0.4931,0,0,0,0,0,0
ENSG00000107290,SETX,3.138,0,4.9205,0,1.9363,0,30.0373,1.9479,3.848
ENSG00000107295,SH3GL2,0,0,0,0,1.9627,0,0,0,0
ENSG00000107317,PTGDS,1.8976,1.9176,1.0207,0.9909,5.1563,0.9641,262.9172,4.1032,10.399
ENSG00000107331,ABCA2,0,0,0.988,0,0,0,4.0007,4.9987,0
ENSG00000107338,SHB,0,1.0285,0.9895,0,0,0,0,0,0
ENSG00000107341,UBE2R2,3.1041,0,12.831,2.0287,5.842,0,29.2795,8.8125,4.8478
ENSG00000107362,ABHD17B,0,0,12.9194,0,3.9238,0,2.9488,2.9694,8.8028
ENSG00000107371,EXOSC3,0,3.1428,5.5696,0,7.9833,0,12.2502,11.0541,4.9617
ENSG00000107372,ZFAND5,14.3633,7.2171,97.9748,4.0414,13.7209,2.034,279.9321,63.936,46.8644
ENSG00000107404,DVL1,0,0,0,0,0,0,0.9861,0,0
ENSG00000107438,PDLIM1,5.9869,4.0013,86.8166,0.9836,38.0054,2.9806,61.0699,52.86,66.0417
ENSG00000107443,CCNJ,0,0,0,0,0.9735,0,1.9649,0.9839,0.9775
ENSG00000107447,DNTT,0,0,0,0,0,0,0,0,0
ENSG00000107485,GATA3,0,0,0,0,0,0,2.9398,0,0
ENSG00000107518,ATRNL1,0,0,0,0,0.9933,0,2.9728,0,0.996
ENSG00000107521,HPS1,0,1.9664,19.8624,0,3.0827,0.9708,42.2165,18.9,12.019
ENSG00000107537,PHYH,39.1082,0,11.9693,0,4.9819,1.9348,22.9118,16.9115,5.077
ENSG00000107551,RASSF4,0.964,0.9667,8.9609,0,0.9752,0,8.8226,11.7748,4.9204
ENSG00000107554,DNMBP,1.0393,0,4.9297,0,1.9918,0,6.909,9.7688,5.796
ENSG00000107560,RAB11FIP2,3.1223,1.0415,1.9707,0.9847,1.9394,1.0272,7.3066,5.911,1.9299
ENSG00000107562,CXCL12,1.0112,2.993,0,1.9759,0,2.0296,0,0,0
ENSG00000107566,ERLIN1,0,0,20.7485,0,2.9245,0,42.1826,16.7193,14.7495
ENSG00000107581,EIF3A,6.2447,6.2492,22.6813,3.0452,11.6598,10.2448,95.3094,42.9761,29.9305
ENSG00000107593,PKD2L1,0,0,0,0,0,0,0,0,0
ENSG00000107611,CUBN,0,0,8.9221,0,0,0,0.9686,0,0
ENSG00000107614,TRDMT1,0,0,2.0074,0,0.9756,0,0.9703,0,0.9718
ENSG00000107625,DDX50,1.0228,0,1.9808,0,0.9816,2.007,21.6377,12.8263,1.0414
ENSG00000107643,MAPK8,0,0,10.9896,0,8.1672,4.0304,11.926,9.9938,2.9578
ENSG00000107651,SEC23IP,2.085,0,2.0108,0,7.918,0,42.2289,12.7552,5.9096
ENSG00000107669,ATE1,0,3.119,0.9862,0.985,0,1.9355,6.8805,3.9473,3.8696
ENSG00000107672,NSMCE4A,2.8853,1.0011,16.0549,0,9.0568,0,21.3311,9.0493,8.0243
ENSG00000107679,PLEKHA1,2.0595,0,18.8128,1.0123,5.8739,0,20.8972,18.6909,31.1941
ENSG00000107719,PALD1,0,0,0,0,1.9447,0,0,1.9565,0
ENSG00000107731,UNC5B,0,0,3.9406,0,2.9077,0,19.4351,0,2.8931
ENSG00000107736,CDH23,0,2.0881,0,0,0,1.0252,12.7384,0.9794,0
ENSG00000107738,VSIR,0,0,8.8769,0,0,0,12.9369,0.978,1.9354
ENSG00000107742,SPOCK2,0,0,0,0,0,0,0,0,0
ENSG00000107745,MICU1,1.013,0.9926,12.9248,1.0054,1.0304,0,21.9119,8.8708,12.8822
ENSG00000107758,PPP3CB,0,0,0,0,0,0,8.8241,0.9819,0
ENSG00000107771,CCSER2,1.0022,0,3.9524,0,3.9326,0.9713,11.1911,6.8836,8.9091
ENSG00000107779,BMPR1A,4.4155,21.9772,1.0626,5.1586,5.1887,4.5169,13.1089,8.418,2.1164
ENSG00000107789,MINPP1,0,0,15.9134,1.0075,2.9709,0,52.1844,17.8544,6.8612
ENSG00000107796,ACTA2,4.9645,6.9938,0,8.9726,0,10.9562,28.2631,28.1466,13.1015
ENSG00000107798,LIPA,12.3036,1.0257,113.7932,1.0095,7.8545,5.0362,29.4935,20.6498,8.8119
ENSG00000107807,TLX1,0,0,0,0,0,0,0,0,0
ENSG00000107815,TWNK,0,0,0,0,0.9775,0,1.9936,1.9881,0
ENSG00000107816,LZTS2,0,0,9.8922,0.9848,1.958,1.0183,5.9654,4.9798,9.9216
ENSG00000107819,SFXN3,0,0,8.9423,0,0,0,2.0263,5.0154,4.8716
ENSG00000107821,KAZALD1,0,0,2.0097,0,0,0,1.9815,0,0
ENSG00000107829,FBXW4,0,0,2.9715,0,0,0,4.934,1.97,0
ENSG00000107831,FGF8,0,0,0,0,1.0315,0,0,0,0
ENSG00000107833,NPM3,0,0,0,0,0,0,0,0,0
ENSG00000107854,TNKS2,0,0,9.8529,0,3.8783,1.0273,22.3581,8.7869,3.8592
ENSG00000107859,PITX3,0,0,0,0,0,0,0,0,0
ENSG00000107862,GBF1,0,2.0841,5.911,0,0,0,23.3234,10.7373,3.8578
ENSG00000107863,ARHGAP21,0,1.0361,9.8488,0,0.9955,0.9671,7.8073,1.9585,3.8653
ENSG00000107864,CPEB3,0,0,0,0,0,0,1.9413,0,0
ENSG00000107872,FBXL15,0,0,1.9821,0,1.0321,0,18.7413,1.9973,1.962
ENSG00000107874,CUEDC2,0,0.9674,4.0098,0,7.0802,0.9897,81.0483,25.126,7.0979
ENSG00000107882,SUFU,0,0,1.9721,0.9835,0.9714,1.0256,10.7121,0.9776,0.9669
ENSG00000107890,ANKRD26,4.0984,0,1.0221,0,1.9966,0,17.5064,7.8598,1.9278
ENSG00000107897,ACBD5,0,0,10.9905,2.0235,0.9923,0,7.8647,6.8565,21.4654
ENSG00000107902,LHPP,0,0,0,0,0.9979,0,1.0361,0,1.0383
ENSG00000107929,LARP4B,0,0,3.9423,0,1.0006,0,6.8536,4.9411,3.9352
ENSG00000107937,GTPBP4,1.0383,0,3.0783,0,5.8275,1.0129,57.1643,24.5209,19.3861
ENSG00000107938,EDRF1,0,1.0364,0.6895,0,1.0027,0,6.5012,1.0166,2.981
ENSG00000107949,BCCIP,2.9909,1.956,11.5204,0,20.11,0,49.3877,33.0776,18.0649
ENSG00000107951,MTPAP,0,2.2165,0.987,0,0,4.4358,8.8616,3.9085,0.9696
ENSG00000107954,NEURL1,0,1.0371,3.9469,0,0,0,1.9507,0,0
ENSG00000107957,SH3PXD2A,0,1.0404,0.9857,0,0,0,2.9507,0,0.9733
ENSG00000107959,PITRM1,0,0,5.9553,0,3.0223,0,22.4976,6.9396,10.7466
ENSG00000107960,STN1,0.9516,0,3.0002,0,8.0487,1.9893,24.0553,11.9824,17.1185
ENSG00000107968,MAP3K8,0,0.9562,6.0189,0,1.0321,0,37.3448,6.9258,4.9471
ENSG00000107984,DKK1,0,0.9329,9.962,0,0,0,47.6585,76.5911,6.9327
ENSG00000108001,EBF3,0,0,0,0,0,0,0,0,0.975
ENSG00000108010,GLRX3,4.9518,0,7.0015,0,9.0531,1.9887,53.3589,26.0061,13.0967
ENSG00000108018,SORCS1,0,0,0,0,0,0,0.9715,0,0
ENSG00000108021,FAM208B,0,0,0,0,1.9876,0,3.9408,3.9666,2.9568
ENSG00000108039,XPNPEP1,0.9583,1.0237,20.9066,0.9916,0.9835,0,28.7806,18.7333,33.3854
ENSG00000108055,SMC3,2.0005,1.0364,11.8966,0,10.8835,0,47.2087,26.8885,9.7551
ENSG00000108061,SHOC2,0.949,0.9443,14.8845,0,2.0104,2.0007,28.315,0,8.8246
ENSG00000108064,TFAM,2.0784,0,0,0,12.7536,0,18.9083,18.8612,9.864
ENSG00000108091,CCDC6,2.0766,1.041,0.9855,1.0166,0.9807,0,11.6704,0.9766,5.792
ENSG00000108094,CUL2,1.0339,1.037,2.0609,0,0.9831,0,14.7349,5.8852,5.8593
ENSG00000108100,CCNY,0,1.0382,1.9744,2.0033,0.9741,0,12.8111,3.9402,6.8365
ENSG00000108106,UBE2S,0,1.0261,1.021,0,21.818,0.9617,28.6075,8.1611,9.6134
ENSG00000108107,RPL28,0,2.7598,5.1241,1.0001,3.0926,2.9653,39.1398,55.0852,12.3968
ENSG00000108175,ZMIZ1,1.0418,0,4.9251,0,1.9363,0,10.6811,4.8767,1.933
ENSG00000108176,DNAJC12,0,0.937,1.0022,0,0,0,5.0568,3.02,0
