UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
1	1
4	0
0	1
0	0
0	4
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
1	1
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	2
0	1
1	1
0	1
0	1
0	0
0	1
0	0
0	1
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
63	4314
4	3678
3	2548
0	2081
0	1006
0	1800
0	616
2	3593
0	0
0	0
21	12
0	7
0	84
0	78
1	6
7	75
0	1
0	88
0	83
64	30
1	19
0	83
0	173
0	258
0	256
0	112
0	112
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	5
0	0
0	0
0	0
0	3
0	0
0	1
0	1
0	1
0	0
0	0
0	2
0	12
0	12
0	33
0	12
0	3
0	1
0	7
0	12
0	0
2	5
0	3
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	16
1	16
0	11
0	16
0	6
0	5
0	1
0	1
0	1
0	2
0	0
0	0
0	4
0	2
0	3
0	0
0	3
0	3
0	0
0	3
0	2
0	3
0	0
0	4
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	4
0	12
0	13
0	9
0	3
0	13
0	8
3	7
0	32
4	0
0	32
0	31
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	2
0	1
0	0
0	2
