UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	0
0	6
3	0
0	2
0	0
0	8
2	11
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
1	6
0	2
2	11
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
81	7665
6	6614
4	4705
0	3613
0	1803
0	3090
0	1181
0	6523
0	0
0	1
27	8
0	4
0	27
0	24
1	2
0	22
0	0
0	26
0	23
21	10
2	5
0	23
0	305
0	475
0	471
0	161
0	161
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	2
0	0
0	0
0	0
2	1
0	0
0	0
0	4
0	8
0	8
0	20
0	6
0	3
0	0
0	6
0	8
0	0
0	4
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	10
0	8
0	10
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	1
0	5
0	2
0	3
0	1
0	3
0	3
0	2
0	3
0	2
0	4
0	1
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	9
0	8
0	4
0	3
0	8
0	7
6	8
0	38
3	0
0	35
0	38
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	4
0	10
0	0
0	1
0	3
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
